Macrotrends Data Download

CME Japanese Yen JPY Futures #1 (JY1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1980-05-01,4171.0000
1980-05-02,4193.0000
1980-05-05,4231.0000
1980-05-06,4311.0000
1980-05-07,4333.0000
1980-05-08,4271.0000
1980-05-09,4364.0000
1980-05-12,4413.0000
1980-05-13,4399.0000
1980-05-14,4357.0000
1980-05-15,4377.0000
1980-05-16,4371.0000
1980-05-19,4350.0000
1980-05-20,4419.0000
1980-05-21,4440.0000
1980-05-22,4453.0000
1980-05-23,4530.0000
1980-05-27,4547.6000
1980-05-28,4454.0000
1980-05-29,4423.2000
1980-05-30,4463.6000
1980-06-02,4448.0000
1980-06-03,4501.0000
1980-06-04,4474.0000
1980-06-05,4552.0000
1980-06-06,4567.0000
1980-06-09,4615.0000
1980-06-10,4595.0000
1980-06-11,4570.0000
1980-06-12,4585.0000
1980-06-13,4617.0000
1980-06-16,4594.0000
1980-06-17,4613.0000
1980-06-18,4603.0000
1980-06-19,4591.0000
1980-06-20,4573.0000
1980-06-23,4598.0000
1980-06-24,4596.0000
1980-06-25,4551.0000
1980-06-26,4569.0000
1980-06-27,4573.0000
1980-06-30,4518.0000
1980-07-01,4527.0000
1980-07-02,4541.0000
1980-07-03,4544.0000
1980-07-07,4559.0000
1980-07-08,4533.0000
1980-07-09,4553.0000
1980-07-10,4591.0000
1980-07-11,4553.0000
1980-07-14,4548.0000
1980-07-15,4528.0000
1980-07-16,4552.0000
1980-07-17,4535.0000
1980-07-18,4513.0000
1980-07-21,4517.0000
1980-07-22,4486.0000
1980-07-23,4430.0000
1980-07-24,4447.0000
1980-07-25,4400.0000
1980-07-28,4361.0000
1980-07-29,4381.0000
1980-07-30,4390.0000
1980-07-31,4376.0000
1980-08-01,4381.0000
1980-08-04,4414.0000
1980-08-05,4409.0000
1980-08-06,4431.0000
1980-08-07,4428.0000
1980-08-08,4403.0000
1980-08-11,4425.0000
1980-08-12,4489.0000
1980-08-13,4462.0000
1980-08-14,4447.0000
1980-08-15,4410.0000
1980-08-18,4410.0000
1980-08-19,4450.0000
1980-08-20,4442.0000
1980-08-21,4441.0000
1980-08-22,4480.0000
1980-08-25,4478.0000
1980-08-26,4564.6000
1980-08-27,4556.8000
1980-08-28,4593.6000
1980-08-29,4587.8000
1980-09-02,4644.0000
1980-09-03,4608.0000
1980-09-04,4596.0000
1980-09-05,4580.0000
1980-09-08,4615.0000
1980-09-09,4620.0000
1980-09-10,4614.0000
1980-09-11,4678.0000
1980-09-12,4695.0000
1980-09-15,4701.0000
1980-09-16,4740.0000
1980-09-17,4721.0000
1980-09-18,4703.0000
1980-09-19,4739.0000
1980-09-22,4639.0000
1980-09-23,4577.0000
1980-09-24,4622.0000
1980-09-25,4640.0000
1980-09-26,4740.0000
1980-09-29,4715.0000
1980-09-30,4768.0000
1980-10-01,4825.0000
1980-10-02,4820.0000
1980-10-03,4855.0000
1980-10-06,4831.0000
1980-10-07,4806.0000
1980-10-08,4818.0000
1980-10-09,4816.0000
1980-10-10,4809.0000
1980-10-13,4847.0000
1980-10-14,4861.0000
1980-10-15,4844.0000
1980-10-16,4818.0000
1980-10-17,4846.0000
1980-10-20,4821.0000
1980-10-21,4830.0000
1980-10-22,4808.0000
1980-10-23,4761.0000
1980-10-24,4707.0000
1980-10-27,4695.0000
1980-10-28,4720.0000
1980-10-29,4810.0000
1980-10-30,4775.0000
1980-10-31,4766.0000
1980-11-03,4788.0000
1980-11-05,4772.0000
1980-11-06,4716.0000
1980-11-07,4724.0000
1980-11-10,4814.0000
1980-11-11,4789.0000
1980-11-12,4723.0000
1980-11-13,4721.0000
1980-11-14,4725.0000
1980-11-17,4706.0000
1980-11-18,4714.0000
1980-11-19,4728.0000
1980-11-20,4691.0000
1980-11-21,4697.0000
1980-11-24,4719.6000
1980-11-25,4705.8000
1980-11-26,4674.2000
1980-11-28,4681.0000
1980-12-01,4686.0000
1980-12-02,4717.0000
1980-12-03,4770.0000
1980-12-04,4826.0000
1980-12-05,4840.0000
1980-12-08,4918.0000
1980-12-09,4962.0000
1980-12-10,4885.0000
1980-12-11,4897.0000
1980-12-12,4897.0000
1980-12-15,4916.0000
1980-12-16,4927.0000
1980-12-17,4908.0000
1980-12-18,4883.0000
1980-12-19,4921.0000
1980-12-22,4918.0000
1980-12-23,4914.0000
1980-12-24,4878.0000
1980-12-29,4956.0000
1980-12-30,5033.0000
1980-12-31,5025.0000
1981-01-02,5035.0000
1981-01-05,5113.0000
1981-01-06,5084.0000
1981-01-07,5057.0000
1981-01-08,5032.0000
1981-01-09,5026.0000
1981-01-12,4996.0000
1981-01-13,5016.0000
1981-01-14,5022.0000
1981-01-15,5030.0000
1981-01-16,5002.0000
1981-01-19,5034.0000
1981-01-20,5070.0000
1981-01-21,5087.0000
1981-01-22,5054.0000
1981-01-23,5003.0000
1981-01-26,4977.0000
1981-01-27,5004.0000
1981-01-28,4932.0000
1981-01-29,4945.0000
1981-01-30,4898.0000
1981-02-02,4972.0000
1981-02-03,4964.0000
1981-02-04,4958.0000
1981-02-05,4952.0000
1981-02-06,4962.0000
1981-02-09,4947.0000
1981-02-10,4945.0000
1981-02-11,4941.0000
1981-02-12,4907.0000
1981-02-13,4838.0000
1981-02-17,4893.0000
1981-02-18,4862.0000
1981-02-19,4883.0000
1981-02-20,4874.0000
1981-02-23,4817.0000
1981-02-24,4887.0000
1981-02-25,4870.0000
1981-02-26,4869.0000
1981-02-27,4859.0000
1981-03-02,4847.0000
1981-03-03,4920.0000
1981-03-04,4904.0000
1981-03-05,4881.0000
1981-03-06,4887.0000
1981-03-09,4954.0000
1981-03-10,4913.0000
1981-03-11,4914.0000
1981-03-12,4915.0000
1981-03-13,4908.0000
1981-03-16,4889.0000
1981-03-17,4904.0000
1981-03-18,4889.0000
1981-03-19,4854.0000
1981-03-20,4881.0000
1981-03-23,4875.0000
1981-03-24,4860.0000
1981-03-25,4862.0000
1981-03-26,4799.0000
1981-03-27,4810.0000
1981-03-30,4809.0000
1981-03-31,4794.0000
1981-04-01,4761.0000
1981-04-02,4746.0000
1981-04-03,4768.0000
1981-04-06,4735.0000
1981-04-07,4771.0000
1981-04-08,4749.0000
1981-04-09,4742.0000
1981-04-10,4715.0000
1981-04-13,4701.0000
1981-04-14,4717.0000
1981-04-15,4678.0000
1981-04-16,4666.0000
1981-04-20,4659.0000
1981-04-21,4649.0000
1981-04-22,4667.0000
1981-04-23,4709.0000
1981-04-24,4720.0000
1981-04-27,4765.0000
1981-04-28,4743.0000
1981-04-29,4716.0000
1981-04-30,4676.0000
1981-05-01,4695.0000
1981-05-04,4666.0000
1981-05-05,4655.0000
1981-05-06,4678.0000
1981-05-07,4649.0000
1981-05-08,4658.0000
1981-05-11,4642.0000
1981-05-12,4608.0000
1981-05-13,4583.0000
1981-05-14,4556.0000
1981-05-15,4523.0000
1981-05-18,4560.0000
1981-05-19,4560.0000
1981-05-20,4586.0000
1981-05-21,4523.0000
1981-05-22,4521.0000
1981-05-26,4508.4000
1981-05-27,4522.0000
1981-05-28,4549.2000
1981-05-29,4584.6000
1981-06-01,4601.0000
1981-06-02,4610.0000
1981-06-03,4575.0000
1981-06-04,4550.0000
1981-06-05,4511.0000
1981-06-08,4504.0000
1981-06-09,4506.0000
1981-06-10,4543.0000
1981-06-11,4569.0000
1981-06-12,4596.0000
1981-06-15,4648.0000
1981-06-16,4648.0000
1981-06-17,4633.0000
1981-06-18,4594.0000
1981-06-19,4590.0000
1981-06-22,4607.0000
1981-06-23,4592.0000
1981-06-24,4570.0000
1981-06-25,4524.0000
1981-06-26,4555.0000
1981-06-29,4523.0000
1981-06-30,4483.0000
1981-07-01,4491.0000
1981-07-02,4509.0000
1981-07-06,4442.0000
1981-07-07,4459.0000
1981-07-08,4447.0000
1981-07-09,4484.0000
1981-07-10,4471.0000
1981-07-13,4458.0000
1981-07-14,4424.0000
1981-07-15,4407.0000
1981-07-16,4378.0000
1981-07-17,4388.0000
1981-07-20,4359.0000
1981-07-21,4342.0000
1981-07-22,4326.0000
1981-07-23,4324.0000
1981-07-24,4336.0000
1981-07-27,4292.0000
1981-07-28,4269.0000
1981-07-29,4260.0000
1981-07-30,4244.0000
1981-07-31,4216.0000
1981-08-03,4126.0000
1981-08-04,4121.0000
1981-08-05,4214.0000
1981-08-06,4250.0000
1981-08-07,4323.0000
1981-08-10,4283.0000
1981-08-11,4287.0000
1981-08-12,4385.0000
1981-08-13,4352.0000
1981-08-14,4316.0000
1981-08-17,4414.0000
1981-08-18,4417.0000
1981-08-19,4379.0000
1981-08-20,4391.0000
1981-08-21,4432.0000
1981-08-24,4399.0000
1981-08-25,4362.0000
1981-08-26,4394.8000
1981-08-27,4410.4000
1981-08-28,4464.2000
1981-08-31,4417.6000
1981-09-01,4473.0000
1981-09-02,4494.0000
1981-09-03,4487.0000
1981-09-04,4496.0000
1981-09-08,4420.0000
1981-09-09,4402.0000
1981-09-10,4443.0000
1981-09-11,4437.0000
1981-09-14,4520.0000
1981-09-15,4556.0000
1981-09-16,4516.0000
1981-09-17,4511.0000
1981-09-18,4529.0000
1981-09-21,4555.0000
1981-09-22,4496.0000
1981-09-23,4469.0000
1981-09-24,4482.0000
1981-09-25,4432.0000
1981-09-28,4403.0000
1981-09-29,4372.0000
1981-09-30,4375.0000
1981-10-01,4371.0000
1981-10-02,4424.0000
1981-10-05,4448.0000
1981-10-06,4424.0000
1981-10-07,4450.0000
1981-10-08,4458.0000
1981-10-09,4489.0000
1981-10-12,4426.0000
1981-10-13,4436.0000
1981-10-14,4445.0000
1981-10-15,4386.0000
1981-10-16,4384.0000
1981-10-19,4357.0000
1981-10-20,4355.0000
1981-10-21,4333.0000
1981-10-22,4339.0000
1981-10-23,4359.0000
1981-10-26,4281.0000
1981-10-27,4314.0000
1981-10-28,4318.0000
1981-10-29,4312.0000
1981-10-30,4344.0000
1981-11-02,4404.0000
1981-11-03,4467.0000
1981-11-04,4446.0000
1981-11-05,4405.0000
1981-11-06,4407.0000
1981-11-09,4433.0000
1981-11-10,4386.0000
1981-11-11,4421.0000
1981-11-12,4429.0000
1981-11-13,4437.0000
1981-11-16,4446.0000
1981-11-17,4497.0000
1981-11-18,4529.0000
1981-11-19,4542.0000
1981-11-20,4615.0000
1981-11-23,4605.0000
1981-11-24,4664.2000
1981-11-25,4662.8000
1981-11-27,4687.8000
1981-11-30,4734.8000
1981-12-01,4696.0000
1981-12-02,4743.0000
1981-12-03,4701.0000
1981-12-04,4694.0000
1981-12-07,4689.0000
1981-12-08,4662.0000
1981-12-09,4643.0000
1981-12-10,4661.0000
1981-12-11,4634.0000
1981-12-14,4613.0000
1981-12-15,4689.0000
1981-12-16,4674.0000
1981-12-17,4631.0000
1981-12-18,4625.0000
1981-12-21,4620.0000
1981-12-22,4640.0000
1981-12-23,4590.0000
1981-12-24,4546.0000
1981-12-28,4543.0000
1981-12-29,4575.0000
1981-12-30,4621.0000
1981-12-31,4624.0000
1982-01-04,4643.0000
1982-01-05,4626.0000
1982-01-06,4603.0000
1982-01-07,4566.0000
1982-01-08,4574.0000
1982-01-11,4535.0000
1982-01-12,4545.0000
1982-01-13,4507.0000
1982-01-14,4508.0000
1982-01-15,4509.0000
1982-01-18,4493.0000
1982-01-19,4489.0000
1982-01-20,4495.0000
1982-01-21,4470.0000
1982-01-22,4455.0000
1982-01-25,4414.0000
1982-01-26,4432.0000
1982-01-27,4399.0000
1982-01-28,4379.0000
1982-01-29,4431.0000
1982-02-01,4346.0000
1982-02-02,4319.0000
1982-02-03,4311.0000
1982-02-04,4326.0000
1982-02-05,4320.0000
1982-02-08,4291.0000
1982-02-09,4268.0000
1982-02-10,4275.0000
1982-02-11,4267.0000
1982-02-12,4228.0000
1982-02-16,4203.0000
1982-02-17,4202.0000
1982-02-18,4277.0000
1982-02-19,4311.0000
1982-02-22,4358.0000
1982-02-23,4309.8000
1982-02-24,4325.0000
1982-02-25,4301.0000
1982-02-26,4292.2000
1982-03-01,4290.0000
1982-03-02,4320.0000
1982-03-03,4316.0000
1982-03-04,4342.0000
1982-03-05,4349.0000
1982-03-08,4334.0000
1982-03-09,4291.0000
1982-03-10,4307.0000
1982-03-11,4263.0000
1982-03-12,4262.0000
1982-03-15,4252.0000
1982-03-16,4220.0000
1982-03-17,4219.0000
1982-03-18,4217.0000
1982-03-19,4173.0000
1982-03-22,4147.0000
1982-03-23,4172.0000
1982-03-24,4182.0000
1982-03-25,4164.0000
1982-03-26,4117.0000
1982-03-29,4132.0000
1982-03-30,4131.0000
1982-03-31,4106.0000
1982-04-01,4134.0000
1982-04-02,4125.0000
1982-04-05,4088.0000
1982-04-06,4101.0000
1982-04-07,4142.0000
1982-04-08,4087.0000
1982-04-12,4099.0000
1982-04-13,4105.0000
1982-04-14,4103.0000
1982-04-15,4083.0000
1982-04-16,4105.0000
1982-04-19,4140.0000
1982-04-20,4171.0000
1982-04-21,4185.0000
1982-04-22,4160.0000
1982-04-23,4197.0000
1982-04-26,4245.0000
1982-04-27,4263.0000
1982-04-28,4252.0000
1982-04-29,4301.0000
1982-04-30,4276.0000
1982-05-03,4268.0000
1982-05-04,4262.0000
1982-05-05,4312.0000
1982-05-06,4333.0000
1982-05-07,4342.0000
1982-05-10,4307.0000
1982-05-11,4342.0000
1982-05-12,4314.0000
1982-05-13,4263.0000
1982-05-14,4281.0000
1982-05-17,4227.0000
1982-05-18,4223.0000
1982-05-19,4201.0000
1982-05-20,4245.0000
1982-05-21,4225.0000
1982-05-24,4207.0000
1982-05-25,4201.8000
1982-05-26,4198.4000
1982-05-27,4175.8000
1982-05-28,4173.2000
1982-06-01,4176.0000
1982-06-02,4181.0000
1982-06-03,4196.0000
1982-06-04,4189.0000
1982-06-07,4161.0000
1982-06-08,4124.0000
1982-06-09,4112.0000
1982-06-10,4089.0000
1982-06-11,4137.0000
1982-06-14,4073.0000
1982-06-15,4057.0000
1982-06-16,4034.0000
1982-06-17,3999.0000
1982-06-18,4004.0000
1982-06-21,3970.0000
1982-06-22,3995.0000
1982-06-23,4019.0000
1982-06-24,3978.0000
1982-06-25,3954.0000
1982-06-28,3935.0000
1982-06-29,3995.0000
1982-06-30,3973.0000
1982-07-01,3998.0000
1982-07-02,3955.0000
1982-07-06,3937.0000
1982-07-07,3925.0000
1982-07-08,3973.0000
1982-07-09,3961.0000
1982-07-12,3973.0000
1982-07-13,3956.0000
1982-07-14,3951.0000
1982-07-15,3947.0000
1982-07-16,3987.0000
1982-07-19,3968.0000
1982-07-20,3981.0000
1982-07-21,3998.0000
1982-07-22,4012.0000
1982-07-23,4060.0000
1982-07-26,4014.0000
1982-07-27,3997.0000
1982-07-28,3915.0000
1982-07-29,3900.0000
1982-07-30,3898.0000
1982-08-02,3928.0000
1982-08-03,3899.0000
1982-08-04,3872.0000
1982-08-05,3870.0000
1982-08-06,3853.0000
1982-08-09,3841.0000
1982-08-10,3819.0000
1982-08-11,3816.0000
1982-08-12,3829.0000
1982-08-13,3805.0000
1982-08-16,3806.0000
1982-08-17,3799.0000
1982-08-18,3854.0000
1982-08-19,3903.0000
1982-08-20,3960.0000
1982-08-23,3941.0000
1982-08-24,3973.0000
1982-08-25,3971.0000
1982-08-26,3935.8000
1982-08-27,3907.4000
1982-08-30,3858.4000
1982-08-31,3883.8000
1982-09-01,3914.0000
1982-09-02,3959.0000
1982-09-03,3923.0000
1982-09-07,3922.0000
1982-09-08,3908.0000
1982-09-09,3900.0000
1982-09-10,3845.0000
1982-09-13,3838.0000
1982-09-14,3835.0000
1982-09-15,3831.0000
1982-09-16,3858.0000
1982-09-17,3832.0000
1982-09-20,3819.0000
1982-09-21,3816.0000
1982-09-22,3844.0000
1982-09-23,3801.0000
1982-09-24,3791.0000
1982-09-27,3736.0000
1982-09-28,3751.0000
1982-09-29,3750.0000
1982-09-30,3753.0000
1982-10-01,3753.0000
1982-10-04,3688.0000
1982-10-05,3688.0000
1982-10-06,3665.0000
1982-10-07,3754.0000
1982-10-08,3741.0000
1982-10-11,3841.0000
1982-10-12,3814.0000
1982-10-13,3792.0000
1982-10-14,3730.0000
1982-10-15,3735.0000
1982-10-18,3739.0000
1982-10-19,3730.0000
1982-10-20,3705.0000
1982-10-21,3674.0000
1982-10-22,3674.0000
1982-10-25,3620.0000
1982-10-26,3642.0000
1982-10-27,3634.0000
1982-10-28,3626.0000
1982-10-29,3625.0000
1982-11-01,3637.0000
1982-11-02,3639.0000
1982-11-03,3610.0000
1982-11-04,3615.0000
1982-11-05,3633.0000
1982-11-08,3646.0000
1982-11-09,3708.0000
1982-11-10,3747.0000
1982-11-11,3761.0000
1982-11-12,3744.0000
1982-11-15,3754.0000
1982-11-16,3813.0000
1982-11-17,3821.0000
1982-11-18,3828.0000
1982-11-19,3897.0000
1982-11-22,3903.0000
1982-11-23,3889.0000
1982-11-24,4006.0000
1982-11-26,4018.8000
1982-11-29,4001.0000
1982-11-30,4041.2000
1982-12-01,4048.0000
1982-12-02,4073.0000
1982-12-03,4078.0000
1982-12-06,4120.0000
1982-12-07,4148.0000
1982-12-08,4130.0000
1982-12-09,4137.0000
1982-12-10,4122.0000
1982-12-13,4062.0000
1982-12-14,4111.0000
1982-12-15,4123.0000
1982-12-16,4145.0000
1982-12-17,4117.0000
1982-12-20,4114.0000
1982-12-21,4174.0000
1982-12-22,4188.0000
1982-12-23,4220.0000
1982-12-27,4240.0000
1982-12-28,4293.0000
1982-12-29,4302.0000
1982-12-30,4301.0000
1982-12-31,4315.0000
1983-01-03,4362.0000
1983-01-04,4398.0000
1983-01-05,4389.0000
1983-01-06,4366.0000
1983-01-07,4389.0000
1983-01-10,4426.0000
1983-01-11,4348.0000
1983-01-12,4362.0000
1983-01-13,4386.0000
1983-01-14,4348.0000
1983-01-17,4354.0000
1983-01-18,4315.0000
1983-01-19,4240.0000
1983-01-20,4260.0000
1983-01-21,4253.0000
1983-01-24,4193.0000
1983-01-25,4260.0000
1983-01-26,4256.0000
1983-01-27,4245.0000
1983-01-28,4237.0000
1983-01-31,4177.0000
1983-02-01,4155.0000
1983-02-02,4178.0000
1983-02-03,4174.0000
1983-02-04,4169.0000
1983-02-07,4219.0000
1983-02-08,4204.0000
1983-02-09,4241.0000
1983-02-10,4256.0000
1983-02-11,4279.0000
1983-02-14,4286.0000
1983-02-15,4292.0000
1983-02-16,4297.0000
1983-02-17,4304.0000
1983-02-18,4281.0000
1983-02-22,4239.0000
1983-02-23,4266.0000
1983-02-24,4253.8000
1983-02-25,4277.6000
1983-02-28,4197.2000
1983-03-01,4207.0000
1983-03-02,4246.0000
1983-03-03,4262.0000
1983-03-04,4277.0000
1983-03-07,4280.0000
1983-03-08,4216.0000
1983-03-09,4239.0000
1983-03-10,4249.0000
1983-03-11,4219.0000
1983-03-14,4285.0000
1983-03-15,4243.0000
1983-03-16,4245.0000
1983-03-17,4193.0000
1983-03-18,4194.0000
1983-03-21,4172.0000
1983-03-22,4210.0000
1983-03-23,4239.0000
1983-03-24,4241.0000
1983-03-25,4228.0000
1983-03-28,4197.0000
1983-03-29,4195.0000
1983-03-30,4197.0000
1983-03-31,4206.0000
1983-04-04,4209.0000
1983-04-05,4239.0000
1983-04-06,4237.0000
1983-04-07,4227.0000
1983-04-08,4200.0000
1983-04-11,4226.0000
1983-04-12,4210.0000
1983-04-13,4222.0000
1983-04-14,4220.0000
1983-04-15,4228.0000
1983-04-18,4220.0000
1983-04-19,4234.0000
1983-04-20,4240.0000
1983-04-21,4251.0000
1983-04-22,4242.0000
1983-04-25,4248.0000
1983-04-26,4234.0000
1983-04-27,4233.0000
1983-04-28,4215.0000
1983-04-29,4217.0000
1983-05-02,4217.0000
1983-05-03,4230.0000
1983-05-04,4253.0000
1983-05-05,4263.0000
1983-05-06,4296.0000
1983-05-09,4313.0000
1983-05-10,4327.0000
1983-05-11,4346.0000
1983-05-12,4329.0000
1983-05-13,4328.0000
1983-05-16,4303.0000
1983-05-17,4295.0000
1983-05-18,4294.0000
1983-05-19,4280.0000
1983-05-20,4274.0000
1983-05-23,4257.0000
1983-05-24,4235.0000
1983-05-25,4242.0000
1983-05-26,4241.4000
1983-05-27,4226.4000
1983-05-31,4205.8000
1983-06-01,4201.0000
1983-06-02,4233.0000
1983-06-03,4223.0000
1983-06-06,4191.0000
1983-06-07,4202.0000
1983-06-08,4168.0000
1983-06-09,4156.0000
1983-06-10,4158.0000
1983-06-13,4152.0000
1983-06-14,4157.0000
1983-06-15,4159.0000
1983-06-16,4214.0000
1983-06-17,4219.0000
1983-06-20,4206.0000
1983-06-21,4235.0000
1983-06-22,4234.0000
1983-06-23,4235.0000
1983-06-24,4238.0000
1983-06-27,4197.0000
1983-06-28,4197.0000
1983-06-29,4210.0000
1983-06-30,4206.0000
1983-07-01,4213.0000
1983-07-05,4193.0000
1983-07-06,4207.0000
1983-07-07,4191.0000
1983-07-08,4171.0000
1983-07-11,4167.0000
1983-07-12,4187.0000
1983-07-13,4194.0000
1983-07-14,4182.0000
1983-07-15,4170.0000
1983-07-18,4180.0000
1983-07-19,4175.0000
1983-07-20,4211.0000
1983-07-21,4197.0000
1983-07-22,4188.0000
1983-07-25,4179.0000
1983-07-26,4181.0000
1983-07-27,4173.0000
1983-07-28,4171.0000
1983-07-29,4123.0000
1983-08-01,4123.0000
1983-08-02,4132.0000
1983-08-03,4130.0000
1983-08-04,4122.0000
1983-08-05,4120.0000
1983-08-08,4114.0000
1983-08-09,4112.0000
1983-08-10,4084.0000
1983-08-11,4065.0000
1983-08-12,4069.0000
1983-08-15,4095.0000
1983-08-16,4109.0000
1983-08-17,4125.0000
1983-08-18,4121.0000
1983-08-19,4104.0000
1983-08-22,4128.0000
1983-08-23,4116.0000
1983-08-24,4120.0000
1983-08-25,4111.0000
1983-08-26,4069.2000
1983-08-29,4080.2000
1983-08-30,4085.2000
1983-08-31,4103.4000
1983-09-01,4089.0000
1983-09-02,4104.0000
1983-09-06,4105.0000
1983-09-07,4110.0000
1983-09-08,4121.0000
1983-09-09,4123.0000
1983-09-12,4133.0000
1983-09-13,4133.0000
1983-09-14,4115.0000
1983-09-15,4119.0000
1983-09-16,4145.0000
1983-09-19,4169.0000
1983-09-20,4147.0000
1983-09-21,4148.0000
1983-09-22,4167.0000
1983-09-23,4215.0000
1983-09-26,4233.0000
1983-09-27,4234.0000
1983-09-28,4251.0000
1983-09-29,4250.0000
1983-09-30,4271.0000
1983-10-03,4296.0000
1983-10-04,4318.0000
1983-10-05,4329.0000
1983-10-06,4321.0000
1983-10-07,4362.0000
1983-10-10,4351.0000
1983-10-11,4321.0000
1983-10-12,4288.0000
1983-10-13,4312.0000
1983-10-14,4324.0000
1983-10-17,4333.0000
1983-10-18,4319.0000
1983-10-19,4306.0000
1983-10-20,4333.0000
1983-10-21,4318.0000
1983-10-24,4311.0000
1983-10-25,4315.0000
1983-10-26,4328.0000
1983-10-27,4316.0000
1983-10-28,4300.0000
1983-10-31,4275.0000
1983-11-01,4287.0000
1983-11-02,4281.0000
1983-11-03,4284.0000
1983-11-04,4237.0000
1983-11-07,4238.0000
1983-11-08,4246.0000
1983-11-09,4271.0000
1983-11-10,4283.0000
1983-11-11,4253.0000
1983-11-14,4277.0000
1983-11-15,4280.0000
1983-11-16,4254.0000
1983-11-17,4254.0000
1983-11-18,4252.0000
1983-11-21,4268.0000
1983-11-22,4271.0000
1983-11-23,4260.0000
1983-11-28,4273.2000
1983-11-29,4296.2000
1983-11-30,4340.0000
1983-12-01,4344.0000
1983-12-02,4327.0000
1983-12-05,4300.0000
1983-12-06,4320.0000
1983-12-07,4322.0000
1983-12-08,4308.0000
1983-12-09,4266.0000
1983-12-12,4262.0000
1983-12-13,4277.0000
1983-12-14,4297.0000
1983-12-15,4303.0000
1983-12-16,4288.0000
1983-12-19,4280.0000
1983-12-20,4294.0000
1983-12-21,4293.0000
1983-12-22,4319.0000
1983-12-23,4315.0000
1983-12-27,4315.0000
1983-12-28,4325.0000
1983-12-29,4353.0000
1983-12-30,4371.0000
1984-01-03,4315.0000
1984-01-04,4323.0000
1984-01-05,4325.0000
1984-01-06,4326.0000
1984-01-09,4307.0000
1984-01-10,4308.0000
1984-01-11,4287.0000
1984-01-12,4293.0000
1984-01-13,4306.0000
1984-01-16,4319.0000
1984-01-17,4300.0000
1984-01-18,4303.0000
1984-01-19,4308.0000
1984-01-20,4288.0000
1984-01-23,4296.0000
1984-01-24,4289.0000
1984-01-25,4295.0000
1984-01-26,4290.0000
1984-01-27,4290.0000
1984-01-30,4280.0000
1984-01-31,4280.0000
1984-02-01,4285.0000
1984-02-02,4301.0000
1984-02-03,4315.0000
1984-02-06,4304.0000
1984-02-07,4281.0000
1984-02-08,4290.0000
1984-02-09,4285.0000
1984-02-10,4281.0000
1984-02-13,4283.0000
1984-02-14,4294.0000
1984-02-15,4296.0000
1984-02-16,4307.0000
1984-02-17,4302.0000
1984-02-21,4288.0000
1984-02-22,4299.0000
1984-02-23,4293.0000
1984-02-24,4303.2000
1984-02-27,4305.6000
1984-02-28,4312.0000
1984-02-29,4324.0000
1984-03-01,4334.0000
1984-03-02,4434.0000
1984-03-05,4527.0000
1984-03-06,4541.0000
1984-03-07,4519.0000
1984-03-08,4548.0000
1984-03-09,4498.0000
1984-03-12,4507.0000
1984-03-13,4531.0000
1984-03-14,4498.0000
1984-03-15,4508.0000
1984-03-16,4463.0000
1984-03-19,4457.0000
1984-03-20,4468.0000
1984-03-21,4465.0000
1984-03-22,4455.0000
1984-03-23,4480.0000
1984-03-26,4493.0000
1984-03-27,4494.0000
1984-03-28,4507.0000
1984-03-29,4501.0000
1984-03-30,4498.0000
1984-04-02,4487.0000
1984-04-03,4480.0000
1984-04-04,4486.0000
1984-04-05,4472.0000
1984-04-06,4475.0000
1984-04-09,4476.0000
1984-04-10,4482.0000
1984-04-11,4525.0000
1984-04-12,4493.0000
1984-04-13,4482.0000
1984-04-16,4471.0000
1984-04-17,4488.0000
1984-04-18,4486.0000
1984-04-19,4473.0000
1984-04-23,4481.0000
1984-04-24,4459.0000
1984-04-25,4463.0000
1984-04-26,4459.0000
1984-04-27,4436.0000
1984-04-30,4440.0000
1984-05-01,4433.0000
1984-05-02,4435.0000
1984-05-03,4442.0000
1984-05-04,4430.0000
1984-05-07,4394.0000
1984-05-08,4391.0000
1984-05-09,4377.0000
1984-05-10,4379.0000
1984-05-11,4354.0000
1984-05-14,4343.0000
1984-05-15,4342.0000
1984-05-16,4356.0000
1984-05-17,4319.0000
1984-05-18,4304.0000
1984-05-21,4293.0000
1984-05-22,4301.0000
1984-05-23,4329.0000
1984-05-24,4343.0000
1984-05-25,4334.0000
1984-05-29,4342.4000
1984-05-30,4372.2000
1984-05-31,4376.8000
1984-06-01,4414.0000
1984-06-04,4423.0000
1984-06-05,4403.0000
1984-06-06,4397.0000
1984-06-07,4383.0000
1984-06-08,4382.0000
1984-06-11,4376.0000
1984-06-12,4359.0000
1984-06-13,4364.0000
1984-06-14,4367.0000
1984-06-15,4344.0000
1984-06-18,4343.0000
1984-06-19,4350.0000
1984-06-20,4325.0000
1984-06-21,4318.0000
1984-06-22,4300.0000
1984-06-25,4252.0000
1984-06-26,4278.0000
1984-06-27,4267.0000
1984-06-28,4264.0000
1984-06-29,4265.0000
1984-07-02,4245.0000
1984-07-03,4224.0000
1984-07-05,4204.0000
1984-07-06,4192.0000
1984-07-09,4192.0000
1984-07-10,4178.0000
